DENOMINATION COMMUNE INTERNATIONALE,NOM DE MARQUE,FORME,DOSAGE,COND,LISTE
NEVIRAPINE,NEVIVIR,COMPRIME,200 MG,B/1FL DE 60,LISTE I
RIBAVIRINE,REBETOL,GLES.,200MG,B/84 - B/140 - B/168,Liste I
RIBAVIRINE,RIBAVIRINE BEKER ,GLES.,200MG,B/170,Liste I
EFAVIRENZ,EFAVIR-600,COMPRIME PELLICULE ,600MG,PILULIER DE 30,Liste I
EFAVIRENZ,HEVAZ 600,COMP. PELL,600MG,B/1 PILULIER DE 30,LISTE I
ZIDOVUDINE,ZIDOHOPE 300,COMPRIME PELLICULE ,300 MG,PILLULIER DE 60,Liste I
ZIDOVUDINE,ZIDONE,COMP. PELL,300MG,B/1 FLC DE 60,LISTE I
OSELTAMIVIR PHOSPHATE EXPRIME EN OSELTAMIVIR,VIROZEL,GLES,75MG,PILULIER/30,Liste I
ENTECAVIR,BARACLUDE,COMPRIME,"0,5MG",B/30,Liste I
ENTECAVIR,BRAVIR,COMPRIME PELLICULE ,"0,5MG",B/30,Liste I
ENTECAVIR,ERTIVIX ,COMPRIME SECABLE ,"0,5 MG ",B/30,Liste I
ENTECAVIR,BARACLUDE,COMPRIME,1MG,B/30,Liste I
ENTECAVIR,ERTIVIX ,COMPRIME PELLICULE ,1MG,B/30,Liste I
BOCEPREVIR ,VICTRELIS,GELULE,200 MG,B/336,LISTE I
SOFOSBUVIR,NAPIVIR,COMPRIME PELLICULE ,400MG,B/28,LISTE I
SOFOSBUVIR,SOFOS,COMPRIME PELLICULE ,400MG,B/28,LISTE I
SOFOSBUVIR,SOFOSBUVIR MERINAL,COMP PELL,400MG ,B/28,LISTE I
SOFOSBUVIR/LEDIPASVIR,SOFOSLED,COMPRIME PELLICULE,400MG/90MG,B/28,LISTE I
SOFOSBUVIR/LEDIPASVIR ACETONE (LEDIPASVIR),HEPAVONI,COMPRIME PELLICULE BICOUCHE ,400MG/90MG,FL/28 ,LISTE II 
VALACICLOVIR CHLORHYDRATE,RANCLOVIR,COMPRIME PELLICULE ,500 MG,B/10,LISTE I
RALTEGRAVIR,ISENTRESS,COMPRIME PELLICULE ,400 MG,B/01 FL DE 60,LISTE I
EMTRICITABINE/TENOFOVIR DISPROXIL FUMARATE,TENOF EM,COMPRIME PELLICULE ,200 MG/300MG ( equivalent à 245 mg de tenofovir disoproxil),FL  DE 30,LISTE I 
TENOFOVIR DISOPROXIL FUMARATE,TENOF,COMPRIME PELLICULE ,300 MG ,FL HDPE DE 30,LISTE I 
RITONAVIR,RITNA,COMPRIME PELLICULE ,100 MG,B/01 FL DE 30,LISTE I 
DACLATASVIR  DICHLORHYDRATE,DACLA,COMP PELL SEC,60 MG ,B/28,LISTE I 
ABACAVIR SULFATE EXPERIME EN ABACAVIR,ABAVIR OS,SOL BUV ,20 MG/ML,B/1  FL DE 240 ML ET SEREINGUE FRADUEE DE 10 ML,LISTE I
ABACAVIR SULFATE EXPERIME EN ABACAVIR,ABAVIR ,CP PELL,300 MG,B/1  PILULIER DE 60,LISTE I
DARUNAVIR,DANAVIR,COMP. PELL,600MG,B/60,LISTE I
DARUNAVIR ETHANOLATE EXPRIME EN DARUNAVIR,PREZISTA,COMP PELL,600MG,B/01 PILULIER DE 60,Liste I
VALGANCICLOVIR CHLORHYDRATE EXPRIME EN VALGANCICLOVIR,RANCYTE,COMPRIME PELLICULE ,450 MG,B/01 FL DE 60,Liste I
VALGANCICLOVIR CHLORHYDRATE EXPRIME EN VALGANCICLOVIR,VALGANCICLOVIR TABLETS USP,COMP PELL,450MG,B/01 FL DE 60 ,Liste I
DARUNAVIR ETHANOLATE EXPRIME EN DARUNAVIR,PREZISTA,SUSP BUV ,100MG/ML,B/01 FL 200ML+PIPETTE DOSEUSE GRADUEE EN ML,Liste I
SOFOSBUVIR/VELPATASVIR,SOVELBEK,COMP PELL,400MG/100MG,B/28,LISTE I
EFAVIRENZ/EMTRICITABINE/TENOFOVIR DISOPROXIL FUMARATE,EFTEM,COMP PELL,600MG/200MG/     300 MG,COMP PELL,LISTE I
DOLUTEGRAVIR/ABACAVIR/LAMIVUDINE,TRIUMEQ,COMPRIME PELLICULE,50MG/600MG/300MG,FLACON DE 30,LISTE I 
DORAVIRINE,PIFELTRO,COMPRIME ,10MG ,B/30,LISTE I 
DORAVIRINE/LAMIVUDINE/TENOFIR DISOPROXIL,DELSTRIGO,COMPRIME PELLICULE,100MG/300MG/245MG,B/30,LISTE I 
AMPHOTERICINE B,FUNGIZONE,PDRE.SOL.INJ.IV,50MG,B/01 ,Liste I
AMPHOTERICINE B,FUNGIZONE,SUSP.BUV.,10% (10G/100ML),FL/40ML,Liste I
AMPHOTERICINE B,MYTRICINE,Solution buvable,10% (10G/100ML),FL/40ML,LISTE I
FLUCONAZOLE,FLUCAND,SOL.INJ.IV.,2MG/ML (OU 200MG/100ML),FL/100 ML,Liste I
FLUCONAZOLE,FLUMIKOZ,SOL P/PERF I/V,200MG/100ML,FL/100ML,LISTE I
GRISEOFULVINE,FONGENAL,COMPRIME SECABLE ,250MG,B/30 ,Liste I
FLUCONAZOLE,AMIKOZ 50,GLES.,50MG,B/03 ET B/07,Liste I
FLUCONAZOLE,CANDIFLU,GLES,50MG,B/10,LISTE I
FLUCONAZOLE,DIFLUCARE,GLES.,50MG,B/03,Liste I
FLUCONAZOLE,DIFLU-GE,GLES,50MG,B/03,Liste I
FLUCONAZOLE,FLUCAZOL ,GLES.,50MG,B/7,Liste I
FLUCONAZOLE,FLUCONALE,GLES.,50MG,B/03 ET B/07,Liste I
FLUCONAZOLE,FLUCONAZOLE  PHYSIOPHARM,Gélule,50MG,B/03,LISTE I
FLUCONAZOLE,FLUCONAZOLE IVAL,GLES,50MG,B/03,Liste I
FLUCONAZOLE,FLUCONAZOLE PFIZER,GLES.,50MG,B/03,Liste I
FLUCONAZOLE,FLUGIC,GELULE,50MG,B/30,LISTE I
FLUCONAZOLE,FLUKAS,GLES,50MG ,B/10 ,LISTE I 
FLUCONAZOLE,LOMAZEL,GELLULE,50MG,B/ 03,LISTE I
FLUCONAZOLE,MYKODAN50,GELLULE ,50MG,B/10+B/03,LISTE I
FLUCONAZOLE,SUPREMASE 50MG,GELLULE ,50MG,B/03,LISTE I
FLUCONAZOLE,VEFLAT,GLES.,50MG,B/03,LISTE I
TERBINAFINE CHLORHYDRATE EXPRIME EN TERBINAFINE,TERBINAFINE LDM,COMPRIME SECABLE ,250MG,B/14,Liste II
TERBINAFINE CHLORHYDRATE EXPRIME EN TERBINAFINE,ONYCAL,COMPRIME SECABLE ,250MG,B/14,LISTE II
TERBINAFINE CHLORHYDRATE EXPRIME EN TERBINAFINE,TERBINAFINE BEKER,COMPRIME SECABLE ,250MG,B/20,LISTE II
TERBINAFINE CHLORHYDRATE EXPRIME EN TERBINAFINE,EVOMISIL,COMPRIME SECABLE ,250MG ,B/20,Liste II
TERBINAFINE CHLORHYDRATE EXPRIME EN TERBINAFINE,LAMIDAZ,Comprimé pelliculé,250MG,B/20,LISTE II
TERBINAFINE CHLORHYDRATE EXPRIME EN TERBINAFINE,LAMINOX,COMPRIME SECABLE ,250MG,B/14,Liste II
TERBINAFINE CHLORHYDRATE EXPRIME EN TERBINAFINE,TERBIFINE,COMPRIME SECABLE ,250MG ,B/10 ET B/20,Liste II
TERBINAFINE CHLORHYDRATE EXPRIME EN TERBINAFINE,TERBIL,COMPRIME SECABLE ,250MG,B/10 ET B/20,Liste II
TERBINAFINE CHLORHYDRATE EXPRIME EN TERBINAFINE,TERBINAN,COMPRIME SECABLE ,250MG ,B/14,Liste II
TERBINAFINE CHLORHYDRATE EXPRIME EN TERBINAFINE,TERFINEX,COMPRIME,250MG,B/20,Liste II
FLUCONAZOLE,AMIKOZ 150,GLES.,150MG,B/01,Liste I
FLUCONAZOLE,DIFLUCARE,GLES,150MG ,B/01,Liste I
FLUCONAZOLE,FLUCONAZOLE  PHYSIOPHARM,Gélule,150MG,B/01,LISTE I
FLUCONAZOLE,FLUCONAZOLE BIOCARE,GLES ,150MG ,B/01,Liste I
FLUCONAZOLE,FLUCONAZOLE HUP,GLES ,150MG ,B/01,Liste I
FLUCONAZOLE,FLUCONAZOLE IVAL,GLES.,150MG,B/01,Liste I
FLUCONAZOLE,FLUCONAZOLE LDM,GLES.,150MG,B/01,Liste I
FLUCONAZOLE,FLUKAS,GLES.,150MG,B/01 ET B/04,Liste I
FLUCONAZOLE,LOMAZEL,GELLULE,150MG,B/01,LISTE I
FLUCONAZOLE,MYCOZAN,GLES.,150MG,B/01,Liste I
FLUCONAZOLE,VEFLAT,GLES.,150MG,B/01,LISTE I
CASPOFUNGINE ACETATE EXPRIME EN CASPOFUNGINE,AFUNDAS-L,PDRE lyophilisée P. SOL. A DILUER P. PERF. IV,50MG/FL. DE PDRE.,B/1FL. DE PDRE.,Liste I
CASPOFUNGINE ACETATE EXPRIME EN CASPOFUNGINE,BDCASPO 50,POUDRE LYOPHILISEE POUR SOLUTION A DILUER POUR PERFUSION IV,50MG/FLACON DE POUDRE,01 FLACON,LISTE 1
CASPOFUNGINE ACETATE EXPRIME EN CASPOFUNGINE,CANCIDAS,PDRE. P. SOL. A DILUER P. PERF. IV,50MG/FL. DE PDRE.,B/1FL. DE PDRE.,Liste I
CASPOFUNGINE ACETATE EXPRIME EN CASPOFUNGINE,AFUNDAS-L,PDRE lyophilisée P. SOL. A DILUER P. PERF. IV,70MG/FL. DE PDRE.,B/1FL. DE PDRE.,Liste I
CASPOFUNGINE ACETATE EXPRIME EN CASPOFUNGINE,BDCASPO 70,POUDRE LYOPHILISEE POUR SOLUTION A DILUER POUR PERFUSION IV,70MG/FLACON DE POUDRE,01 FLACON,LISTE 1
CASPOFUNGINE ACETATE EXPRIME EN CASPOFUNGINE,CANCIDAS,PDRE. P. SOL. A DILUER P. PERF. IV,70MG/FL. DE PDRE.,B/1FL. DE PDRE.,Liste I
VORICONAZOLE,TROZASIN,POUDRE LYOPHILISEE POUR PERFUSION IV,200 MG/FLACON,BOITE DE 1 FLACON DE 30ML CONTENANT 200 MG DE POUDRE LYOPHILISEE,LISTE I
VORICONAZOLE,VFEND,PDRE. SOL PERF.IV,200MG/FL. DE PDRE. (OU 10MG/ML DE SOL. RECONSTITUEE),B/1FL. DE PDRE.,LISTE I
VORICONAZOLE,VECANZOL,COMPRIME PELLICULE ,200MG,B/30,Liste I
VORICONAZOLE,VORICONAZOLE BEKER,COMPRIME PELLICULE ,200MG,B/30,LISTE I
VORICONAZOLE,VECANZOL,COMPRIME PELLICULE ,50MG,B/30,Liste I
VORICONAZOLE,VFEND,COMPRIME PELLICULE ,50MG,B/28,Liste I
VORICONAZOLE,VORICONAZOLE BEKER,COMPRIME PELLICULE ,50MG,B/30,Liste I
ITRACONAZOLE,ITRACONYX,Gélule,100MG,B/30,LISTE I
ITRACONAZOLE,ITRASPOR,GLES.,100MG,B/30,Liste I
ITRACONAZOLE,ITRAZON,GLES.,100MG,B/30,Liste I
POSACONAZOLE,NOXAFIL,SUSP BUV,40MG/ML,"B/01 FL DE 105ML+UNE CUILLERE MESURE DE 2,5 ML ET 5 ML",Liste I
AMPHOTERICINE B,AMPHONEX,PDRE.PERF.,50MG,B/1 FLC ,LISTE I
VACCIN GRIPPAL QUADRIVALENT  INACTIVE À VIRION FRAGMENTE,VAXIGRIP TETRA,Suspension injectable,15µg d'hémagglutinine/souche,"B/1 SERINGUE PRE- REMPLIE DE  0,5ML",
VACCIN POUR LA PREVENTION DU CORONAVIRUS COVID-19 (NOM INTERNATIONAL NON EXCLUSIF)   ,GAM-COVID-VAC COMBINATION VECTOR VACCINE TO PREVENT CORONAVIRAL INFECTION CAUSED BY SARS-COV-2 VIRUS,Solution injectable IM,"0,5ML/DOSE (composant I) et 0,5ML/DOSE (composant II)",B/01 FL (composant I)/B/01 FL (composant II)         OU                                                  B/05 AMP. (composant I)/B/05 AMP. (composant II) ,LISTE I
ANTIGENE SARS COV2,CORONAVAC,SOL.INJ.,"600SU/DOSE ( 0,5 ml/dose) ",B/25,LISTE I
VACCIN PNEUMOCOCCIQUE POLYOSIDIQUE ,PNEUMOVAX,SOLUTION INJECTABLE EN SERINGUE PRE REMPLIE DE 0.5ML,25µG DE CHACUN DES 23 SEROTYPES,BOITE DE 01 SERINGUE PREREMPLIE DE 0.5ML AVEC 02 AIGUILLES ET BOITE DE 10,
IMMUNOGLOBULINE HUMAINE NORMALE (IG IV),KIOVIG,SOL. P. PERF. IV,"100MG/ML (2,5G/25ML- 5G/50ML - 10G/100ML)",FL/25ML - FL/50ML - FL/100ML ,Liste I
IMMUNOGLOBULINE HUMAINE NORMALE 1G IV,PRIVIGEN,SOL P/PERF IV ,100MG/ML ,"FL/25ML (2,5G)+FL/50ML (5G) ET FL/100ML (10G)",LISTE I
IIMMUNOGLOBULINE HUMAINE NORMAL IGIV ,FLEBOGAMMA DIF ,SOL.PERF.,50MG/ML,B 1 FLC 50ML ET 1 FLC 100 ML ET 1 FLC 200ML,
IMMUNOGLOBULINE HUMAINE NORMALE,TELGENE,POUDRE + SOLVANT POUR PREPARATION INJ POUR PERFUSION,50MG/ML ,FLACON DE POUDRE DE 5g ou de 10g et flacon de solvant de 100 ml ou 200 ml avec systéme d'un transfert muni d'un évent à filtre stérilisant  ,LISTE  I
IMMUNOGLOBULINE HUMAINE NORMALE ,OCTAGAM,SOL. P. PERF. IV,"50MG/ML (2,5G/50ML OU 5G/100ML OU 10G/200ML)",B/1 FL DE 50 ML ET B/1FL DE100 ML  ET B/1 FL DE 200 ML,Liste I
IMMUNOGLOBULINE HUMAINE NORMALE POLYVALENTE (IG IV),INTRATECT,SOL. P. PERF. IV,"50MG/ML (2,5G/50ML OU 5G/100ML OU 10G/200ML)",B/01 FL. MUNI D'UN BOUCHON ET D'UNE CAPSULE,Liste I
IMMUNOGLOBULINE HUMAINE DE L'HEPETITE B,HEPATECT CP,SOL P/PERF,50UI/ML,B/01 FL DE 2ML ET DE 100ML,Liste I
IMMUNOGLOBULINE HUMAINE DE L'HEPETITE B,FOVEPTA 200UI-UI,SOL INJ EN SERINGUE PRE-REMPLIE,500UI/ML,"B/01 SERINGUE PRE-REMPLIE DE 0,4ML (200UI/0,4ML)",Liste I
PALIVIZUMAB,SYNAGIS,SOLUTION INJECTABLE,100MG/ML,"BOITE DE 01 FLACON DE 01ML (100MG/ML) , BOITE DE 01 FLACON DE 0,5ML (50MG/0,5ML) ",LISTE I 
IMMUNOGLOBULINE HUMAINE DE L'HEPATITE B,HEPATITIS B IMMUNOGLOBULIN P BEHRING,Solution injectable I.M en seringue pré-remplie,200UI/ML,B/1 seringue pré-remplie de 1ML,LISTE I
IMMUNOGLOBULINE HUMAINE DE L'HEPATITE B,HEPATITIS B IMMUNOGLOBULIN P BEHRING,Solution injectable I.M en seringue pré-remplie,1000UI/5ML,B/1 seringue pré-remplie de 5ML,LISTE I
IMIPENEM (SOUS FORME MONOHYDRATEE)/CILASTATINE** (SOUS FORME SODIQUE),CILANEM,PDRE. SOL. INJ.,500MG**/500MG**/FL. DE PDRE.,B/1FL. DE PDRE.,Liste I
IMIPENEM (SOUS FORME MONOHYDRATEE)/CILASTATINE** (SOUS FORME SODIQUE),SAMIPENEM,Poudre pour solution  pour perfusion ,500MG/500MG/FL. ,B/1FL. DE PDRE. DE 20ML ,LISTE I
IMIPENEM**(SOUS FORME MONOHYDRATEE)/CILASTATINE**ACIDE (SOUS FORME SODIQUE),IMECISTAL,PDRE. PERF. IV,500MG**!/500MG**/FL. DE PDRE DE 20ML ,B/10FL. DE PDRE DE 10ML,Liste I
VANCOMYCINE** (SOUS FORME DE CHLORHYDRATE),VANCOMYCINE MYLAN,PDRE. SOL. PERF. ,500MG/FL DE PDRE.**,B/1FL.DE PDRE,Liste I
TEICOPLANINE,TARGOCID,LYOPH. ET SOLV. P. USAGE PARENTERAL IM/IV,200MG/FL.DE PDRE.,"B/01FL. DE PDRE. + 01AMP. DE 3,2ML DE SOLV. (EPPI)",Liste I
TEICOPLANINE,TARGOCID,LYOPH. ET SOLV. P. USAGE PARENTERAL IM/IV,400MG/FL.DE PDRE.,"B/01FL. DE PDRE. + 01AMP. DE 3,2ML DE SOLV. (EPPI)",Liste I
GLICLAZIDE,DIAPHAG,COMPRIME SECABLE,80MG,B/60,LISTE I
METFORMINE CHLORHYDRATE,DIABAMINE BGL,COMPRIME PELLICULE ,500MG ,B/50,LISTE I
METFORMINE CHLORHYDRATE,FORMENTIN ,COMPRIME PELLICULE ,500MG,B/30ETB/50ETB/100,Liste I
METFORMINE CHLORHYDRATE,GLUCOFORMINE,COMPRIME PELLICULE ,500MG,B/30,Liste I
METFORMINE CHLORHYDRATE,GLUCOMEX,COMPRIME PELLICULE ,500MG ,B/30,LISTE I
METFORMINE CHLORHYDRATE,GLUCOPHAGE 500,COMP. PELLI.,500MG,B/30 ET B/90,Liste I
METFORMINE CHLORHYDRATE,NOVOFORMINE,COMPRIME PELLICULE ,500MG,B/30 ,Liste I
METFORMINE CHLORHYDRATE,PHYSIOPHORMINE,COMPRIME PELLICULE ,500MG,B/50,Liste I
METFORMINE CHLORHYDRATE,DIABAMINE BGL,COMPRIME PELLICULE ,850MG,B/100,Liste I
METFORMINE CHLORHYDRATE,DIAGUANID,COMPRIME PELLICULE ,850MG,B/30 ET B/90 ET B/120,Liste I
METFORMINE CHLORHYDRATE,FARMIDOX,COMPRIME PELLICULE ,850MG,B/30,Liste I
METFORMINE CHLORHYDRATE,FORMENTIN ,COMPRIME PELLICULE ,850MG,B/30 ET B/100,Liste I
METFORMINE CHLORHYDRATE,GLUCOFORMINE,COMPRIME PELLICULE ,850MG,B/30 ET B/100,Liste I
METFORMINE CHLORHYDRATE,GLUCOMEX,COMPRIME PELLICULE ,850MG,B/30ET B/90,Liste I
METFORMINE CHLORHYDRATE,GLUCONAD,COMPRIME PELLICULE ,850MG,B/30 - B/60 - B/90 - B/120,Liste I
METFORMINE CHLORHYDRATE,GLUCOPHAGE 850,COMPRIME PELLICULE ,850MG,B/100,Liste I
METFORMINE CHLORHYDRATE,GLUCOTAC,COMPRIME PELLICULE ,850MG,B/30,Liste I
METFORMINE CHLORHYDRATE,METFOR 850,COMPRIME PELLICULE ,850MG,B/60,Liste I
METFORMINE CHLORHYDRATE,METFORAL,COMP. PELLI. SEC.,850MG,B/30 - B/90,Liste I
METFORMINE CHLORHYDRATE,METOPHAGE,COMPRIME,850MG,B/30,Liste I
METFORMINE CHLORHYDRATE,NOVOFORMINE,COMPRIME PELLICULE ,850MG,B/30 ,Liste I
METFORMINE EMBONATE,STAGID,COMPRIME SECABLE ,700MG,B/30,Liste I
ACARBOSE,ACARLYSE,COMPRIME ,50MG,BOITE/30,LISTE I
ACARBOSE,ACROBAY,COMPRIME,50MG,B/30,Liste I
ACARBOSE,ARBOSE,COMPRIME,50MG,B/30,Liste I
ACARBOSE,CORECT ,COMPRIME,50MG,B/30,Liste I
ACARBOSE,DIACARBOSE,COMPRIME,50MG,B/30,Liste I
ACARBOSE,GLUCAR,COMPRIME SECABLE ,50MG,B/30,Liste I
ACARBOSE,GLUCONOVA,COMPRIME,50MG,B/30,Liste I
ACARBOSE,GLYACARB,COMPRIME,50MG,B/30 ET B/90,Liste I
ACARBOSE,GLYBEK,COMPRIME SECABLE ,50MG,B/30 ET B/90,LISTE I
ACARBOSE,LARIMEL,COMPRIME,50MG,B/30,Liste I
GLIMEPIRIDE,AMAREL,COMP.,1 MG,B/30,LISTE I
GLIMEPIRIDE,GLIMEPIRIDE BEKER,COMPRIME SECABLE ,1MG,B/30+B/90,LISTE I 
GLIMEPIRIDE,GLIMICARE ,COMPRIME SECABLE ,1MG,B/30,Liste I
GLIMEPIRIDE,GLODEC ,COMPRIME,1MG,B/30,Liste I
GLIMEPIRIDE,GLORION,COMPRIME SECABLE ,1MG,B/30 ET B/90,Liste I
GLIMEPIRIDE,IRYS ,COMP. PELLI. SEC.,1MG,B/30,Liste I
GLIMEPIRIDE,LAVIDA,Comprimé ,1MG,B/30,LISTE I
GLIMEPIRIDE,PIRAMYL,COMPRIME SECABLE ,1MG,B/30,Liste I
GLIMEPIRIDE,AMAREL,COMP.,2MG,B/30,LISTE I
GLIMEPIRIDE,GLIMEPIRIDE BEKER,COMPRIME SECABLE ,2MG,B/30 ET B/90,Liste I
GLIMEPIRIDE,GLIMEPIRIDE LDM,COMPRIME SECABLE ,2MG,B/30,Liste I
GLIMEPIRIDE,GLIMEPIRIDE PHYSIOPHARM,COMPRIME,2MG,B/30,Liste I
GLIMEPIRIDE,GLIMICARE ,COMPRIME SECABLE ,2MG,B/30,Liste I
GLIMEPIRIDE,GLODEC 2,COMPRIME,2MG,B/30,Liste I
GLIMEPIRIDE,GLORION,COMPRIME SECABLE ,2MG,B/30 ET B/90,Liste I
GLIMEPIRIDE,IRYS ,COMP. PELLI. SEC.,2MG,B/30,Liste I
GLIMEPIRIDE,LAVIDA,COMPRIME SECABLE,2MG,B/30,LISTE I
GLIMEPIRIDE,PIRAMYL,COMPRIME,2MG,B/30,Liste I
GLIMEPIRIDE,GLIMEPIRIDE BEKER,COMPRIME SECABLE ,3MG,B/30 ET B/90,Liste I
GLIMEPIRIDE,GLIMEPIRIDE LDM,COMPRIME,3MG,B/30,Liste I
GLIMEPIRIDE,GLIMICARE ,COMPRIME SECABLE ,3MG,B/30,Liste I
GLIMEPIRIDE,GLODEC 3,COMPRIME,3MG,B/30,Liste I
GLIMEPIRIDE,GLORION,COMPRIME SECABLE ,3MG,B/30 ET B/90,Liste I
GLIMEPIRIDE,IRYS 3MG,COMP. PELLI. SEC.,3MG,B/30,LISTE I 
GLIMEPIRIDE,LAVIDA,COMPRIME,3MG,B/30,LISTE I
GLIMEPIRIDE,PIRAMYL,COMPRIME SECABLE ,3MG,B/30,Liste I
GLIMEPIRIDE,AMAREL,COMP.,4 MG,B/30,LISTE I
GLIMEPIRIDE,GLIMEPIRIDE BEKER,COMPRIME SECABLE ,4MG,B/30 ET B/90,Liste I
GLIMEPIRIDE,GLIMEPIRIDE PHYSIOPHARM,COMPRIME,4MG,B/30,Liste I
GLIMEPIRIDE,GLIMICARE ,COMPRIME SECABLE ,4MG,B/30,Liste I
GLIMEPIRIDE,GLODEC,COMPRIME,4MG,B/30,Liste I
GLIMEPIRIDE,GLORION,COMPRIME SECABLE ,4MG,B/30 ET B/90,Liste I
GLIMEPIRIDE,IRYS 4MG,COMP. PELLI. SEC.,4MG,B/30,Liste I
GLIMEPIRIDE,LAVIDA,COMPRIME,4MG,B/30,LISTE I
GLIMEPIRIDE,PIRAMYL,COMPRIME SECABLE ,4MG,B/30,Liste I
REPAGLINIDE,BIONORM,COMPRIME,"0,5MG",B/30,Liste I
REPAGLINIDE,DIAGLINIDE,COMPRIME,"0,5MG",B/30,Liste I
REPAGLINIDE,GLINIX,Comprimé ,"0,5MG",B/30,LISTE I
REPAGLINIDE,GLYCENORM,COMPRIME,"0,5MG",B/30,Liste I
REPAGLINIDE,REPAGLINIDE BEKER ,COMPRIME,"0,5MG",B/30 ET B/90,LISTE I
REPAGLINIDE,SUCRONORME,COMPRIME,"0,5MG",B/30,Liste I
REPAGLINIDE,BIONORM,COMPRIME,1MG,B/30,Liste I
REPAGLINIDE,DIAGLINIDE,COMPRIME,1MG,B/30,Liste I
REPAGLINIDE,GLINIX,Comprimé ,1MG,B/30,LISTE I
REPAGLINIDE,GLYCENORM,COMPRIME,1MG,B/30,Liste I
REPAGLINIDE,NEONORM,COMPRIME,1MG,B/30,Liste I
REPAGLINIDE,REPAGLINIDE BEKER,COMPRIME,1MG,B/30 ET B/90,LISTE I
REPAGLINIDE,REPARGLID,COMPRIME,1 MG,BOITE DE 30,Liste I
REPAGLINIDE,SUCRONORME,COMPRIME,1MG,B/30,Liste I
REPAGLINIDE,BIONORM,COMPRIME,2MG,B/30,Liste I
REPAGLINIDE,DIAGLINIDE,COMPRIME,2MG,B/30,Liste I
REPAGLINIDE,GLINIDIA,CP,2MG,B/20,Liste I
REPAGLINIDE,GLINIX,Comprimé ,2MG,B/30,LISTE I
REPAGLINIDE,GLYCENORM,COMPRIME,2MG,B/30,Liste I
REPAGLINIDE,NEONORM,COMPRIME,2MG,B/30,Liste I
REPAGLINIDE,NOVONORM,COMPRIME,2MG,B/30,Liste I
REPAGLINIDE,REPAGLINIDE BEKER,COMPRIME,2MG,B/30 ET B/90,LISTE I
REPAGLINIDE,REPAGLINIDE GL,COMPRIME,2MG,B/30,Liste I
REPAGLINIDE,REPAGLINIDE PHYSIOPHARM,COMPRIME,2MG,B/30,LISTEI
REPAGLINIDE,REPAGLYSE,Comprimé,2MG,B/30,LISTE I
REPAGLINIDE,REPARGLID,COMPRIME,2 MG,BOITE DE 30,Liste I
REPAGLINIDE,SUCRONORME,COMPRIME,2MG,B/30,Liste I
METFORMINE CHLORHYDRATE,DIABAMINE BGL,COMPRIME PELLICULE ,1000MG,B/30,Liste I
METFORMINE CHLORHYDRATE,DIAGUANID,COMP. PELLI. SEC.,1000MG ,B/30,Liste I
METFORMINE CHLORHYDRATE,FORMENTIN ,COMP. PELLI. SEC.,1000MG,B/30-B/100,Liste I
METFORMINE CHLORHYDRATE,GLUCOFORMINE,COMP. PELLI. SEC.,1000MG,B/30 ET B/100,Liste I
METFORMINE CHLORHYDRATE,GLUCOMEX ,COMPRIME PELLICULE ,1000MG,B/90,Liste I
METFORMINE CHLORHYDRATE,GLUCOPHAGE ,COMP. PELLI. SEC.,1000MG,B/30,Liste I
METFORMINE CHLORHYDRATE,METFORAL 1000,COMP. PELLI. SEC.,1000MG,B/30 ET B/60,Liste I
METFORMINE CHLORHYDRATE,NEXECOR,COMP. PELLI. SEC.,1000MG,B/90,Liste I
METFORMINE CHLORHYDRATE,NOVOFORMINE,COMPRIME PELLICULE ,1000MG,B/30,Liste I
METFORMINE CHLORHYDRATE,PHYSIOPHORMINE,COMPRIME PELLICULE ,1000MG,B/30 - B/60 ET B/90,Liste I
GLICLAZIDE,DIAMICRON,Comprimé à liberation modifiée,30MG,B/30 ,LISTE I
GLICLAZIDE,GLATIX,COMP. LM ,30MG,B/30 ,Liste I
GLICLAZIDE,GLAZIDAL LP,MICRGLES. LP EN GLES.,30MG,B/30,Liste I
GLICLAZIDE,GLICLAZIDE BGL,COMPRIME PELLICULE A LIBERATION MODIFIEE,30MG,B/30,LISTE I 
GLICLAZIDE,GLICRON,COMP. PELLI. LM,30MG,B/30,Liste I
GLICLAZIDE,NOVAMICRON,COMP LIBERATION MODIFIEE,30MG,B/30,LISTE I
GLIQUIDONE,GLURENOR,COMPRIME SECABLE ,30MG,B/40,Liste I
GLIMEPIRIDE,AMAREL,COMPRIME SECABLE ,6MG,B/30,LISTE I
GLIMEPIRIDE,GLIMICARE ,COMPRIME SECABLE ,6MG,B/30,Liste I
GLIMEPIRIDE,IRYS,COMPRIME PELLICULE SECABLE ,6MG,B/30 ,LISTE I
GLIMEPIRIDE,LAVIDA,Comprimé  sécable,6MG,B/30,LISTE I
ACARBOSE,GLUCAR,COMPRIME SECABLE ,100MG,B/30,Liste I
ACARBOSE,GLUCOBAY,COMPRIME SECABLE ,100MG,B/30,Liste I
ACARBOSE,GLUCONOVA,COMPRIME SECABLE ,100MG,B/30,Liste I
ACARBOSE,GLYBEK,COMPRIME SECABLE ,100MG,B/30 ET B/90,LISTE I
SITAGLIPTINE PHOSPHATE MONOHYDRATE ,GLIPTINE,COMPRIME PELLICULE,100MG,BOITE DE 30,LISTE I 
SITAGLIPTINE PHOSPHATE MONOHYDRATE (SITAGLIPTINE),DIATAG ,COMPRIME PELLICULE ,100MG,B/30,LISTE I
